,created_at,id,lng,lat,topic,sentiment,stance,gender,temperature_avg,aggressiveness,text,Full_Address,City,Continent,Country,State,is_english
0,2009-02-28 02:09:04+00:00,1260701793,-76.61219000000001,39.290380000000006,Weather Extremes,0.0733542889356613,neutral,male,3.7955613,not aggressive,@JesseNewhart So is global warming...,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-MD'], '_category': 'travel/tourism', '_normalized_city': 'Baltimore', '_type': 'attraction', 'attraction': 'Business and Government Historic District', 'city': 'Baltimore', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'neighbourhood': 'Jonestown', 'postcode': '21276', 'road': 'South President Street', 'state': 'Maryland', 'state_code': 'MD', 'suburb': 'Downtown'}",Baltimore,North America,United States,Maryland,True
1,2009-02-28 03:07:48+00:00,1260865706,-74.00596999999998,40.714270000000006,Donald Trump versus Science,0.1696099904537201,neutral,male,4.1389227,aggressive,"Just got a climate change email from a ""Left Behind"" crazy. Haven't gotten one in a while, so it made for a good chuckle.","{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-NY'], '_category': 'building', '_normalized_city': 'New York', '_type': 'building', 'borough': 'Manhattan', 'city': 'New York', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'New York County', 'house_number': '280', 'neighbourhood': 'Tribeca', 'office': 'Sun Building', 'postcode': '10007', 'road': 'Broadway', 'state': 'New York', 'state_code': 'NY'}",New York,North America,United States,New York,True
2,2009-02-28 04:52:36+00:00,1261134492,-84.58243,33.818720000000006,Weather Extremes,0.2671681672334671,denier,male,4.266405000000002,not aggressive,@teamsoteria rofl:)  LA Clippers' NBA dynasty would fit in with the global warming trend & conspiracy theories for sure though:),"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-GA'], '_category': 'commerce', '_normalized_city': 'Mableton', '_type': 'fast_food', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Cobb County', 'fast_food': 'KFC', 'neighbourhood': 'Lakeside', 'postcode': '30126', 'road': 'Whispering Pines Road', 'state': 'Georgia', 'state_code': 'GA', 'town': 'Mableton'}",Not Found,North America,United States,Georgia,True
3,2009-02-28 08:32:31+00:00,1261534097,-122.4199061,37.7790262,Donald Trump versus Science,-0.323970962023735,believer,male,0.68496,not aggressive,RT @nature_org Reducing flatulence in livestock to reduce global warming? (video) http://tinyurl.com/d66rw8 Check out my comment on article,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-CA'], '_category': 'building', '_normalized_city': 'San Francisco', '_type': 'building', 'city': 'San Francisco', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'house_number': '381', 'neighbourhood': 'Civic Center', 'postcode': '94102', 'road': 'Van Ness Avenue', 'state': 'California', 'state_code': 'CA'}",San Francisco,North America,United States,California,True
4,2009-02-28 10:31:44+00:00,1261701189,-71.53757,43.20814,Global stance,-0.398521140217781,neutral,male,4.2785807,not aggressive,Blogged on climate change: http://tinyurl.com/bonx2x,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-NH'], '_category': 'place_of_worship', '_normalized_city': 'Concord', '_type': 'place_of_worship', 'city': 'Concord', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Merrimack County', 'house_number': '21', 'place_of_worship': 'Saint Pauls Episcopal Church', 'postcode': '03301', 'road': 'Centre Street', 'state': 'New Hampshire', 'state_code': 'NH'}",Concord,North America,United States,New Hampshire,True
5,2009-02-28 12:04:07+00:00,1261831137,-0.4675041,52.1363806,Global stance,0.7784714743932087,believer,male,2.3161982999999995,aggressive,Working with the Observer on a big climate change story - should be a great piece - thanks to Robin McKie,"{'ISO_3166-1_alpha-2': 'GB', 'ISO_3166-1_alpha-3': 'GBR', 'ISO_3166-2': ['GB-ENG', 'GB-BDF'], '_category': 'road', '_normalized_city': 'Bedford', '_type': 'road', 'continent': 'Europe', 'country': 'United Kingdom', 'country_code': 'gb', 'county': 'Bedford', 'county_code': 'BDF', 'postcode': 'MK40 1SU', 'road': 'Mayes Yard', 'state': 'England', 'state_code': 'ENG', 'suburb': 'Cauldwell', 'town': 'Bedford'}",Not Found,Europe,United Kingdom,England,True
6,2009-02-28 13:24:20+00:00,1261964804,-84.5553805,42.73377120000001,Donald Trump versus Science,-0.5125087469339371,neutral,female,-3.712077,aggressive,http://is.gd/ld9b Protesters at Capitol against bailouts. http://is.gd/5gH5 Sponsors recently protested against Al Gore/global warming in DC,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-MI'], '_category': 'travel/tourism', '_normalized_city': 'Lansing', '_type': 'attraction', 'attraction': 'Michigan State Capitol', 'city': 'Lansing', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Ingham County', 'house_number': '100', 'neighbourhood': 'Downtown', 'postcode': '48933', 'road': 'North Capitol Avenue', 'state': 'Michigan', 'state_code': 'MI'}",Lansing,North America,United States,Michigan,True
7,2009-02-28 15:23:55+00:00,1262235147,-92.1012678,37.123941,Weather Extremes,0.6682950387001038,neutral,female,-5.1802497,aggressive,"I can't believe it's snowing, I am so ready for spring. Where is my global warming when I need it.","{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-MO'], '_category': 'road', '_normalized_city': 'Cabool', '_type': 'road', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Texas County', 'hamlet': 'Cedar Bluff', 'postcode': '65689', 'road': 'Ozark Street', 'road_reference': 'US 60 Business', 'road_type': 'secondary', 'state': 'Missouri', 'state_code': 'MO', 'village': 'Cabool'}",Not Found,North America,United States,Missouri,True
8,2009-02-28 15:38:59+00:00,1262276039,-119.29317,34.27834,Significance of Pollution Awareness Events,-0.0054179632981618,believer,male,2.7931535,not aggressive,@jenmccabegorman  weight loss surgery is another way to help the environment - less global warming.,"{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-CA'], '_category': 'commerce', '_normalized_city': 'Ventura', '_type': 'restaurant', 'city': 'Ventura', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Ventura County', 'house_number': '143', 'postcode': '93001', 'restaurant': 'Bombay Bar and Grill', 'road': 'South California Street', 'state': 'California', 'state_code': 'CA'}",Ventura,North America,United States,California,True
9,2009-02-28 15:58:50+00:00,1262330981,-79.99008609999998,40.4416941,Global stance,0.4501167088747024,believer,female,1.5140858999999998,aggressive,"As individuals, consumers, taxpayers how can we change food consumption habits in the US in relation to climate change? #powershift09","{'ISO_3166-1_alpha-2': 'US', 'ISO_3166-1_alpha-3': 'USA', 'ISO_3166-2': ['US-PA'], '_category': 'building', '_normalized_city': 'Pittsburgh', '_type': 'building', 'city': 'Pittsburgh', 'continent': 'North America', 'country': 'United States', 'country_code': 'us', 'county': 'Allegheny County', 'house_number': '69', 'neighbourhood': 'Chinatown', 'postcode': '15219', 'road': 'Logan Street', 'state': 'Pennsylvania', 'state_code': 'PA'}",Pittsburgh,North America,United States,Pennsylvania,True
